asset_id,b,kappa,half_life_days,mu,sigma_eps,n_obs
A001373,0.120719,2.11429,0.327839,0.183718,0.839063,296
A001374,1e-06,13.815511,0.050172,-0.006484,0.153997,480
A001375,0.204855,1.585452,0.437192,3.866339,11.54879,484
A001376,0.131964,2.025226,0.342257,7.407889,27.323751,474
A001377,0.246348,1.401011,0.494748,0.36885,2.578369,484
A001378,0.109189,2.214674,0.312979,0.458933,4.186387,412
A001379,1e-06,13.815511,0.050172,-0.057146,2.135983,484
A001380,0.054165,2.915721,0.237728,0.591267,4.197879,484
A001381,0.049346,3.00889,0.230366,0.247078,2.004135,484
A001382,0.331767,1.103322,0.628236,66.854865,535.066611,484
A001383,1e-06,13.815511,0.050172,0.678107,7.119735,348
A001384,0.086458,2.448101,0.283137,0.198876,1.899523,484
A001385,0.233424,1.454898,0.476423,8.915185,50.47708,476
A001386,0.206561,1.57716,0.439491,4.097908,15.165997,484
A001387,0.032284,3.433194,0.201896,-0.007155,0.070769,484
A001388,0.213189,1.545575,0.448472,0.783931,4.649858,484
A001389,1e-06,13.815511,0.050172,-0.032289,1.904775,484
A001390,1e-06,13.815511,0.050172,0.094099,0.586966,484
A001391,0.278352,1.27887,0.542,3.313361,11.46969,484
A001392,0.103129,2.271776,0.305112,-0.02535,0.135503,484
A001393,0.031792,3.448546,0.200997,1.069157,3.620795,484
A001394,0.236445,1.442042,0.480671,0.450753,2.035626,484
A001395,0.097123,2.331774,0.297262,0.24748,1.081383,484
A001396,0.114509,2.1671,0.31985,4.552419,43.116853,484
A001397,0.060779,2.800505,0.247508,0.165227,0.849657,484
A001398,1e-06,13.815511,0.050172,-0.168379,5.750644,482
A001399,1e-06,13.815511,0.050172,0.990427,8.587197,483
A001400,0.119213,2.126844,0.325904,0.310904,3.018518,484
A001401,0.046641,3.065286,0.226128,0.033348,0.462418,484
A001402,0.188721,1.667486,0.415684,23.703401,730.033864,484
A001403,1e-06,13.815511,0.050172,0.030394,1.342907,484
A001404,0.246635,1.399844,0.49516,6.967998,44.886334,473
A001405,0.071841,2.633304,0.263223,0.165681,1.612075,481
A001406,0.439989,0.821005,0.844267,9.401227,45.306487,424
A001407,0.33613,1.090256,0.635765,6.053836,33.194962,482
A001408,0.048371,3.028863,0.228847,0.016142,0.3106,286
A001409,0.149209,1.902408,0.364352,0.167718,1.980024,484
A001410,0.224898,1.492106,0.464543,10.195508,55.793138,484
A001411,0.067137,2.701024,0.256624,15.831479,167.957897,484
A001412,0.066387,2.712257,0.255561,0.117715,0.723207,484
A001413,0.023899,3.733898,0.185636,-0.005256,0.260381,484
A001414,1e-06,13.815511,0.050172,0.063298,0.520808,484
A001415,0.051575,2.964722,0.233798,0.064779,1.301413,484
A001416,0.02774,3.584885,0.193353,0.167203,0.778935,479
A001417,0.218939,1.518961,0.45633,6.743795,22.150643,484
A001418,1e-06,13.815511,0.050172,0.001108,0.201826,484
A001419,0.03325,3.403691,0.203646,-0.004873,2.785646,484
A001420,1e-06,13.815511,0.050172,0.120965,1.4998,426
A001421,0.139071,1.972771,0.351357,0.349986,1.617312,484
A001422,1e-06,13.815511,0.050172,0.030054,0.39347,484
A001423,0.075326,2.585928,0.268046,510.39147,2842.335671,484
A001424,0.316351,1.150902,0.602265,3.682468,10.803778,484
A001425,0.205595,1.581846,0.438189,0.523791,1.355749,484
A001426,0.192326,1.648562,0.420456,0.853101,3.2259,484
A001427,0.155145,1.863395,0.371981,3.053623,13.914683,484
A001428,0.215509,1.534753,0.451634,0.166673,1.239241,484
A001429,0.274435,1.293042,0.536059,0.319517,7.259686,484
A001430,0.370468,0.99299,0.698041,1.234821,57.831951,484
A001431,1e-06,13.815511,0.050172,1.166742,4.193851,484
A001432,0.204801,1.585714,0.43712,6.356408,17.257448,417
A001433,0.197143,1.623828,0.42686,6.720821,22.61131,484
A001434,0.105797,2.246234,0.308582,3.288149,23.295687,484
A001435,0.061665,2.78604,0.248793,-0.027224,0.927526,484
A001436,0.035709,3.332351,0.208005,0.291933,4.871963,484
A001437,0.080175,2.523538,0.274673,0.000862,0.01518,484
A001438,1e-06,13.815511,0.050172,-0.00594,0.062834,484
A001439,0.088137,2.428861,0.285379,2.719966,17.138342,480
A001440,0.12299,2.095655,0.330754,0.041201,1.839521,484
A001441,0.077748,2.554277,0.271367,0.964262,4.171484,484
A001442,0.202587,1.596586,0.434143,47.342298,236.937042,484
A001443,0.083123,2.487435,0.278659,0.006803,0.247648,484
A001444,0.129307,2.045569,0.338853,0.009398,0.167124,484
A001445,0.225909,1.487624,0.465943,3.006627,17.958669,484
A001446,0.254364,1.368989,0.50632,8.178258,39.310589,484
A001447,1e-06,13.815511,0.050172,-0.103639,1.268114,484
A001448,0.185057,1.687092,0.410853,1.059111,5.678835,484
A001449,0.008966,4.714294,0.147031,-0.032405,0.29719,484
A001450,1e-06,13.815511,0.050172,-0.008414,2.145484,484
A001451,0.113492,2.17602,0.318539,-0.050544,1.467105,474
A001452,0.106728,2.237472,0.30979,0.072486,0.748004,484
A001453,0.110529,2.202478,0.314712,0.229565,3.120866,484
A001454,0.059398,2.823492,0.245493,-0.0022,0.107539,484
A001455,0.057231,2.860665,0.242303,-0.076716,1.241808,484
A001456,1e-06,13.815511,0.050172,0.204056,1.591356,484
A001457,0.211703,1.552572,0.446451,3.138402,27.625896,484
A001458,1e-06,13.815511,0.050172,0.203737,3.86536,484
A001459,0.046197,3.074841,0.225425,-0.018433,0.357188,484
A001460,0.059061,2.829181,0.244999,-0.001349,0.018024,484
A001461,0.275888,1.28776,0.538258,43.093655,171.682257,482
A001462,0.18283,1.699198,0.407926,0.103093,0.916562,484
A001463,0.15315,1.876336,0.369415,2.483928,17.602483,484
A001464,0.114268,2.169207,0.319539,0.084643,1.185714,483
A001465,0.195589,1.631741,0.42479,5.403856,20.503078,484
A001466,0.143872,1.938831,0.357508,2.375183,16.236109,484
A001467,0.117173,2.144108,0.32328,0.183715,0.772782,484
A001468,0.203149,1.593816,0.434898,0.685607,60.040208,484
A001469,0.088354,2.426403,0.285669,0.400607,1.560996,484
A001470,0.072195,2.62839,0.263715,0.588144,4.804572,484
A001471,1e-06,13.815511,0.050172,0.231867,0.950697,105
A001472,0.122238,2.101787,0.329789,0.079405,0.458422,484
A001473,0.037184,3.291875,0.210563,0.747137,62.999097,484
A001474,0.018029,4.015796,0.172605,-0.066996,2.614671,477
A001475,0.190337,1.65896,0.41782,0.096249,0.555669,484
A001476,1e-06,13.815511,0.050172,1.160674,7.636123,484
A001477,0.122989,2.095662,0.330753,75.188866,275.140666,484
A001478,0.218899,1.519144,0.456275,0.126229,0.978284,484
A001479,0.132779,2.019067,0.343301,0.946109,10.661445,484
A001480,0.228288,1.477148,0.469247,-0.022082,1.642718,483
A001481,0.194112,1.639322,0.422826,0.415657,2.327119,484
A001482,0.10925,2.214117,0.313058,63.980832,566.370141,484
A001483,0.159654,1.834746,0.377789,2.930719,20.8521,484
A001484,0.139986,1.966215,0.352529,1.519068,15.253839,484
A001485,0.10501,2.253698,0.30756,3.325773,23.96048,484
A001486,1e-06,13.815511,0.050172,0.044228,2.11176,484
A001487,1e-06,13.815511,0.050172,-0.019193,1.798587,484
A001488,0.131397,2.029529,0.341531,0.548938,3.071058,484
A001489,0.221666,1.506583,0.460079,4.386998,17.838822,484
A001490,0.091172,2.395009,0.289413,0.351075,2.047506,484
A001491,0.195174,1.633866,0.424237,4.630556,22.214251,484
A001492,1e-06,13.815511,0.050172,0.125353,13.962835,478
A001493,0.111405,2.194582,0.315845,0.038101,0.544967,484
A001494,0.059561,2.820749,0.245732,0.190028,1.767682,484
A001495,0.255779,1.363442,0.50838,0.893462,3.383206,484
A001496,1e-06,13.815511,0.050172,0.065363,0.620867,224
A001497,1e-06,13.815511,0.050172,0.210704,0.975146,484
A001498,1e-06,13.815511,0.050172,0.107462,2.428207,484
A001499,0.122658,2.098359,0.330328,0.350229,1.401033,484
A001500,0.074313,2.59947,0.266649,0.464783,1.451497,484
A001501,0.214244,1.540641,0.449908,11.679494,66.128201,484
A001502,0.001712,6.370192,0.108811,0.054615,0.449576,484
A001503,0.243329,1.413342,0.490431,1.518148,6.249008,483
A001504,0.056941,2.865746,0.241873,-0.043902,1.098701,421
A001505,0.118087,2.136336,0.324456,-4.764661,197.881097,484
A001506,0.028528,3.556865,0.194876,0.025427,0.244943,301
A001507,0.203729,1.590963,0.435678,-0.04093,1.601393,390
A001508,0.171517,1.763074,0.393147,0.134234,0.998968,484
A001509,0.149192,1.90252,0.364331,0.181387,1.544498,484
A001510,0.245311,1.405229,0.493263,1.086475,5.869099,484
A001511,0.012713,4.365161,0.158791,18.484169,162.906504,482
A001512,1e-06,13.815511,0.050172,-0.032359,0.173844,299
A001513,0.09919,2.310714,0.299971,0.389274,4.420576,484
A001514,0.081432,2.507986,0.276376,0.041702,0.431005,484
A001515,0.17107,1.76568,0.392567,3.709176,9.109903,484
A001516,0.031179,3.468021,0.199868,0.039723,0.525532,484
A001517,0.036122,3.320852,0.208726,1.831063,6.498852,484
A001518,0.12331,2.093056,0.331165,3.084214,8.212005,484
A001519,1e-06,13.815511,0.050172,0.014234,0.705409,484
A001520,0.066299,2.713583,0.255436,0.018051,0.247534,481
A001521,1e-06,13.815511,0.050172,14.25424,537.291172,448
A001523,0.122062,2.103227,0.329564,0.411569,3.837715,484
A001525,0.029391,3.52707,0.196522,9.50195,31.710987,479
A001526,0.3089,1.174737,0.590045,1.87457,15.963948,484
A001527,0.042293,3.163138,0.219133,16.019132,119.402454,484
A001528,1e-06,13.815511,0.050172,-0.062701,1.396816,332
A001529,0.102893,2.274064,0.304805,-0.000676,0.152718,419
A001530,0.07991,2.526849,0.274313,-0.022818,0.679553,399
A001531,0.109918,2.208021,0.313922,0.015647,0.197257,484
A001532,0.035621,3.334831,0.207851,0.120717,0.56121,484
A001533,0.230941,1.465592,0.472947,0.477864,10.354775,484
A001534,0.068562,2.680022,0.258635,0.513947,5.296989,484
A001535,0.07952,2.531751,0.273782,19.825878,72.530814,484
A001536,1e-06,13.815511,0.050172,0.050966,0.430796,484
A001537,1e-06,13.815511,0.050172,0.055154,1.674551,484
A001538,0.036196,3.318819,0.208854,0.237493,1.36087,484
A001539,0.137452,1.984483,0.349284,0.021918,0.666802,484
A001540,0.049792,2.999911,0.231056,-0.036378,2.548802,484
A001541,0.016685,4.093262,0.169339,10.096426,40.652459,484
A001542,0.209133,1.564786,0.442966,128.675963,453.074946,484
A001543,0.102627,2.27665,0.304459,0.116935,1.724199,484
A001544,0.032775,3.418091,0.202788,0.236744,1.287659,484
A001545,0.124659,2.08217,0.332897,-0.155043,1.619001,481
A001546,0.231785,1.461947,0.474126,2.315062,40.798594,484
A001547,0.020484,3.888114,0.178273,0.23108,1.811984,484
A001548,0.107901,2.226546,0.311311,18.561891,66.45458,483
A001549,0.297332,1.212905,0.571477,0.406436,5.049503,484
A001550,0.214496,1.539462,0.450253,-0.035214,0.671904,484
A001551,0.216436,1.530461,0.452901,0.88198,2.316173,484
A001552,0.243981,1.410667,0.491361,23.024213,74.210891,484
A001553,0.033947,3.382961,0.204894,15.973722,130.784657,484
A001554,0.00461,5.379529,0.128849,-0.002704,0.222747,484
A001555,0.017669,4.035923,0.171744,0.050019,0.700764,484
A001556,0.191092,1.654999,0.41882,1.223703,11.22105,484
A001557,0.109544,2.211429,0.313439,1.695432,5.89315,484
A001558,0.092389,2.381752,0.291024,0.028786,4.641131,484
A001559,0.193613,1.641896,0.422163,10.477368,88.347136,484
A001560,0.088735,2.422096,0.286177,2.097359,15.799459,484
A001561,0.051324,2.969593,0.233415,-0.000642,0.286338,484
A001562,0.089309,2.415651,0.28694,0.306056,2.667146,296
A001563,0.161104,1.825705,0.37966,2.443338,25.971198,484
A001564,0.181392,1.707097,0.406039,4.69155,53.466372,484
A001565,1e-06,13.815511,0.050172,0.390321,5.550735,484
A001566,0.042938,3.147996,0.220187,0.077321,0.755257,484
A001567,0.07324,2.61402,0.265165,17.192449,65.37977,277
A001568,0.194094,1.639411,0.422802,0.849555,4.345417,484
A001569,0.259376,1.349475,0.513642,9.372535,64.377382,484
A001570,0.196561,1.626782,0.426085,0.700927,2.989506,484
A001571,0.249392,1.388729,0.499123,15.508748,41.208483,484
A001572,0.081929,2.501897,0.277049,0.064622,0.92895,423
A001573,1e-06,13.815511,0.050172,0.020319,0.673039,120
A001575,0.180484,1.712114,0.404849,0.191274,3.736159,482
A001576,0.112354,2.186102,0.31707,0.02584,0.387238,484
A001577,0.036024,3.323578,0.208555,0.208449,1.473803,484
A001578,1e-06,13.815511,0.050172,0.004048,0.274166,484
A001579,0.184759,1.688703,0.410461,2.249922,5.779522,484
A001580,1e-06,13.815511,0.050172,5.21764,23.574158,483
A001581,0.222137,1.504462,0.460728,3.363548,13.003271,484
A001582,0.213555,1.543861,0.44897,0.037047,0.346482,375
A001583,0.26678,1.321329,0.524583,10.670776,71.616242,484
A001584,0.287416,1.246825,0.55593,3.403997,16.961184,484
A001585,0.02543,3.671845,0.188774,0.070385,2.31731,484
A001586,0.131725,2.027037,0.341951,3.452412,13.800544,484
A001587,0.095761,2.345901,0.295472,0.679787,10.968098,484
A001588,0.101196,2.290701,0.302592,0.528633,5.040493,484
A001589,0.226903,1.483233,0.467322,2.56586,10.966286,484
A001590,0.137811,1.98187,0.349744,1.128181,9.080954,484
A001591,0.158746,1.840451,0.376618,0.188475,0.950612,484
A001592,0.053866,2.921263,0.237277,0.649768,2.907182,484
A001593,0.038331,3.261499,0.212524,0.14497,1.000372,202
A001594,0.118815,2.130187,0.325393,2.491936,26.482265,484
A001595,0.25211,1.377888,0.50305,1.572861,7.879102,484
A001596,0.187917,1.671756,0.414622,0.231905,1.367313,484
A001597,0.059713,2.818204,0.245954,0.217722,3.021514,483
A001598,0.174461,1.746056,0.396979,2.141098,19.881444,484
A001599,0.162358,1.817954,0.381279,7.619387,32.716949,484
A001600,0.276196,1.286646,0.538724,0.619061,3.140872,484
A001601,0.139524,1.969521,0.351937,0.192477,2.288252,484
A001602,0.276443,1.285751,0.539099,9.041276,25.98224,484
A001603,0.369214,0.99638,0.695666,-0.018371,0.67429,484
A001604,0.044806,3.10542,0.223206,0.260331,3.216063,484
A001605,0.015094,4.193483,0.165292,-0.002431,0.063431,484
A001606,0.028929,3.542896,0.195644,0.031959,0.924055,484
A001607,0.086442,2.448278,0.283116,0.394127,3.797451,484
A001608,0.351049,1.046829,0.66214,0.073547,0.486364,484
A001609,0.044693,3.107948,0.223024,0.37811,3.631321,484
A001610,0.023133,3.766488,0.18403,0.452228,1.927977,484
A001611,0.192471,1.647809,0.420648,7.130319,23.693854,482
A001612,0.147499,1.913937,0.362158,1.518447,5.631079,484
A001613,0.211487,1.55359,0.446158,1.027831,6.366636,484
A001614,1e-06,13.815511,0.050172,0.002014,0.490254,433
A001615,0.087179,2.43979,0.284101,4.825984,14.01952,484
A001616,0.140089,1.965478,0.352661,0.09288,2.5232,483
A001617,0.177973,1.726121,0.401564,0.153194,10.289901,484
A001618,0.155799,1.859187,0.372823,0.309627,1.37271,484
A001619,0.265396,1.326533,0.522525,0.675208,4.280778,484
A001620,0.475575,0.743231,0.932614,0.948204,4.119383,484
A001621,0.12176,2.105701,0.329176,70.547329,560.713093,484
A001622,0.221315,1.508169,0.459595,4.138377,24.401405,484
A001623,0.094103,2.363361,0.293289,0.040395,1.07952,484
A001625,1e-06,13.815511,0.050172,162.330292,1585.892109,206
A001626,0.158711,1.84067,0.376573,2.153311,7.342117,484
A001627,0.069504,2.666371,0.259959,0.215423,1.308736,483
A001628,0.235747,1.444995,0.479688,0.851601,10.54537,484
A001629,0.037957,3.271305,0.211887,-0.018108,0.14323,270
A001630,0.119587,2.12371,0.326385,20.190382,100.802444,484
A001631,0.148825,1.904985,0.36386,0.299172,1.079962,483
A001632,0.1116,2.192837,0.316096,0.71206,3.577179,484
A001633,0.29285,1.228095,0.564408,0.159416,2.136577,484
A001634,0.222975,1.500694,0.461885,3.666658,14.820349,484
A001635,0.014558,4.229586,0.163881,0.013469,0.164387,484
A001636,0.164642,1.803981,0.384232,0.860271,3.998111,484
A001637,0.225364,1.490039,0.465187,-0.017745,0.145716,484
A001638,0.1937,1.641446,0.422278,7.288041,24.873303,484
A001639,0.292886,1.22797,0.564466,4.536929,18.963371,484
A001640,0.214365,1.540074,0.450074,0.61246,6.630448,484
A001641,0.478473,0.737156,0.940299,62.147093,1934.593282,453
A001642,0.265744,1.325223,0.523042,0.044426,5.070274,484
A001643,0.070488,2.652314,0.261337,2.662288,18.495805,484
A001644,1e-06,13.815511,0.050172,0.310581,4.593302,441
A001645,0.126316,2.068972,0.33502,0.49375,9.105467,484
A001646,1e-06,13.815511,0.050172,2.822569,21.933174,484
A001647,0.140779,1.960566,0.353544,2.678691,15.760341,484
A001648,1e-06,13.815511,0.050172,0.171367,1.447674,484
A001649,0.032815,3.41687,0.20286,11.114933,102.392317,484
A001650,0.133079,2.016815,0.343684,1.911732,9.27156,484
A001651,0.174123,1.747993,0.396539,9.481548,35.476856,484
A001652,0.109904,2.208146,0.313905,0.496894,3.283285,484
A001653,0.065034,2.732844,0.253636,-0.018091,0.361354,484
A001654,1e-06,13.815511,0.050172,-0.004026,0.152295,484
A001655,0.033007,3.411045,0.203207,0.576613,2.151321,484
A001656,0.283699,1.259842,0.550186,1.113295,5.815168,484
A001657,0.076826,2.56621,0.270105,0.026119,0.190654,484
A001658,0.110628,2.201585,0.31484,0.039698,0.318205,484
A001659,0.066612,2.708873,0.25588,1.376381,6.999738,484
A001660,0.005582,5.188194,0.133601,0.328956,3.259369,484
A001661,0.141508,1.955402,0.354478,0.429366,4.005539,481
A001662,0.072261,2.627467,0.263808,0.032364,0.491282,484
A001663,0.312447,1.163319,0.595836,2.806275,11.921091,484
A001664,0.139263,1.971391,0.351603,0.135062,0.908168,484
A001665,0.263132,1.335099,0.519173,0.051792,0.744452,374
A001666,0.133698,2.012174,0.344477,0.067145,0.653553,484
A001667,1e-06,13.815511,0.050172,-0.138865,2.885868,484
A001668,0.223245,1.499486,0.462256,23.53953,190.960681,484
A001669,0.047151,3.054408,0.226933,0.063011,0.470769,484
A001670,0.103592,2.267292,0.305716,0.00373,0.113315,484
A001671,0.085779,2.455981,0.282228,0.319757,1.6014,288
A001672,0.148472,1.907358,0.363407,1.719813,7.558762,484
A001673,1e-06,13.815511,0.050172,0.031832,0.233156,480
A001674,0.141462,1.955725,0.35442,0.018788,2.742556,484
A001675,0.022772,3.782231,0.183264,6.266601,21.709562,484
A001676,0.07172,2.634984,0.263056,0.557109,10.047955,484
A001677,0.211853,1.551865,0.446654,11.405466,27.887694,484
A001678,0.170333,1.769998,0.391609,1.536617,8.533587,484
A001679,0.142669,1.947226,0.355967,-0.002231,0.024869,484
A001680,0.173807,1.74981,0.396127,0.020739,0.21407,484
A001681,0.063114,2.762813,0.250885,-0.01947,0.34665,484
A001682,0.201191,1.603499,0.432272,-0.063978,1.683299,484
A001683,0.254805,1.367255,0.506963,0.27156,1.235743,484
A001684,0.098568,2.317005,0.299157,0.422327,1.576284,226
A001685,0.033526,3.395442,0.20414,0.023645,0.539822,484
A001686,1e-06,13.815511,0.050172,0.431234,2.401849,484
A001687,0.068348,2.683146,0.258334,0.171033,1.677593,484
A001688,0.025377,3.673907,0.188668,0.019002,0.367065,484
A001689,0.230197,1.468819,0.471908,0.72016,4.928357,484
A001691,0.037895,3.272943,0.211781,0.063771,1.324614,484
A001692,1e-06,13.815511,0.050172,0.244787,1.237525,148
A001693,1e-06,13.815511,0.050172,0.109993,0.730335,484
A001694,1e-06,13.815511,0.050172,0.014729,1.015013,484
A001695,0.011377,4.476122,0.154854,-0.076926,1.071983,484
A001696,0.199808,1.610398,0.43042,0.226053,1.435005,484
A001697,0.009643,4.641559,0.149335,0.282303,1.360573,484
A001698,0.079656,2.530035,0.273967,2.754789,18.03129,484
A001699,0.269131,1.312558,0.528089,-0.120162,0.336035,97
A001700,0.113884,2.172571,0.319045,-0.00502,0.138597,484
A001701,1e-06,13.815511,0.050172,0.011411,0.233056,484
A001702,0.135128,2.001536,0.346308,0.034904,0.435565,484
A001703,0.067613,2.693954,0.257297,-0.008681,0.115841,484
A001704,0.255816,1.363299,0.508434,18.154235,45.85044,484
A001705,0.309864,1.171623,0.591613,19.201308,79.950561,484
A001706,0.045548,3.088992,0.224393,0.194341,2.136371,484
A001707,0.189879,1.661366,0.417215,0.855332,13.272423,484
A001708,1e-06,13.815511,0.050172,0.182175,3.152296,484
A001709,0.184765,1.688673,0.410469,-0.529964,5.330226,484
A001710,0.257135,1.358153,0.51036,3.957702,20.894904,484
A001711,0.268539,1.31476,0.527204,0.60792,2.509592,210
A001712,0.082919,2.489887,0.278385,0.038851,1.431773,469
A001713,0.029547,3.52176,0.196818,48.94597,280.201822,472
A001714,0.186034,1.681827,0.412139,0.585406,1.506939,255
A001715,0.049696,3.001822,0.230909,0.086733,0.547703,244
A001716,0.100334,2.299249,0.301467,0.040976,1.476315,484
A001717,1e-06,13.815511,0.050172,-0.023316,0.230121,484
A001718,0.075039,2.589751,0.26765,0.282776,1.461116,484
A001719,0.349024,1.052615,0.6585,0.122281,0.529074,484
A001720,0.145639,1.926627,0.359772,0.311543,3.046329,484
A001721,0.163869,1.808689,0.383232,0.006763,1.120695,484
A001722,0.10114,2.291249,0.302519,0.090802,1.907701,484
A001723,0.166901,1.790356,0.387156,0.02206,0.476713,484
A001724,1e-06,13.815511,0.050172,0.097242,0.357199,484
A001725,0.00518,5.262909,0.131704,0.335073,4.895303,484
A001726,0.007453,4.899196,0.141482,0.022524,0.200071,484
A001727,0.0008,7.130544,0.097208,0.055611,1.147548,484
A001728,0.162177,1.819069,0.381045,0.068732,0.562075,484
A001729,0.156363,1.855574,0.373549,19.68641,96.21948,484
A001730,0.277087,1.283423,0.540077,98.107728,449.010124,451
A001731,0.119764,2.12223,0.326613,0.010221,0.338566,484
A001732,0.372647,0.987125,0.702188,1.122943,11.102531,484
A001733,0.161769,1.821586,0.380518,0.52485,5.013712,484
A001734,0.186816,1.677632,0.41317,0.435296,5.673616,473
A001735,0.149193,1.902512,0.364333,0.40068,2.18983,484
A001736,0.065224,2.729927,0.253907,0.064341,0.239739,111
A001737,0.039844,3.222791,0.215077,0.444233,1.565035,484
A001738,0.087249,2.438987,0.284195,0.106698,0.755817,484
A001739,0.130792,2.034149,0.340755,0.222872,1.306689,484
A001740,0.081993,2.501118,0.277135,-0.006485,0.226085,484
A001741,0.059742,2.817721,0.245996,2.286302,16.379256,484
A001742,0.295708,1.218383,0.568907,7.773253,108.028772,484
A001743,0.248819,1.391031,0.498298,22.428538,166.574971,484
A001744,0.033597,3.393314,0.204268,0.495054,2.532677,484
A001745,0.046524,3.067798,0.225943,-0.039532,2.129013,484
A001746,0.168768,1.779229,0.389577,0.022878,0.186695,484
A001747,0.162839,1.814993,0.381901,0.227217,3.231397,484
A001748,0.195077,1.634359,0.42411,0.513527,2.261125,484
A001749,0.106571,2.238944,0.309587,0.357513,1.71381,478
A001750,0.012296,4.398487,0.157588,0.034752,0.369348,484
A001751,0.036046,3.322952,0.208594,0.008087,0.113721,484
A001752,0.238835,1.431981,0.484048,1.307227,8.244496,484
A001753,0.273858,1.295147,0.535188,5.779654,72.343139,484
A001754,0.26755,1.318448,0.52573,31.681717,231.543562,484
A001755,0.200577,1.606558,0.431449,2.374941,7.638386,484
A001756,0.057542,2.855241,0.242763,0.305959,0.89057,484
A001757,0.275119,1.29055,0.537094,2.530831,56.720079,484
A001758,0.136094,1.994413,0.347544,0.298149,1.382311,424
A001759,0.224823,1.492443,0.464438,1.005598,4.515238,484
A001760,0.016568,4.100294,0.169048,0.318604,2.134262,484
A001761,0.078801,2.540825,0.272804,-0.009869,0.058902,454
A001762,0.210445,1.558532,0.444744,-0.001059,0.07238,484
A001763,0.248436,1.392569,0.497747,0.870013,4.323049,484
A001764,0.144703,1.933074,0.358572,0.217761,4.262731,484
A001765,0.233101,1.456282,0.475971,32.153318,114.027063,484
A001766,0.137804,1.981923,0.349735,63.786802,216.651166,484
A001767,0.094016,2.364286,0.293174,0.276297,1.622144,484
A001768,1e-06,13.815511,0.050172,-0.00566,0.144834,484
A001769,0.320183,1.138863,0.608631,4.919585,34.264172,484
A001770,0.036472,3.311209,0.209334,0.027933,0.209627,484
A001771,0.073892,2.605156,0.266067,0.010132,0.201728,484
A001772,0.13737,1.985077,0.349179,7.928346,41.844899,484
A001774,1e-06,13.815511,0.050172,-0.076427,0.421747,484
A001775,0.154125,1.869994,0.370668,0.284972,1.080787,484
A001776,0.114356,2.168437,0.319653,14.48573,89.83504,484
A001777,0.171899,1.760851,0.393643,18.665914,170.782261,484
A001778,1e-06,13.815511,0.050172,-0.047984,1.623941,483
A001779,0.15655,1.854383,0.373789,-0.201839,1.324475,484
A001780,0.18514,1.686641,0.410963,10.896486,47.983541,484
A001781,0.240237,1.42613,0.486034,0.496632,4.638111,484
A001782,0.296603,1.215361,0.570322,4.349859,18.962117,484
A001783,0.183467,1.695718,0.408763,4.509367,20.452894,484
A001784,0.117736,2.139313,0.324005,0.029744,0.448829,474
A001785,0.258605,1.352454,0.512511,2.607884,13.90398,484
A001786,0.185729,1.683464,0.411739,2.689585,32.542559,484
A001787,0.175407,1.740649,0.398212,1.964213,5.101372,484
A001788,0.217707,1.524606,0.45464,1.805705,5.546484,484
A001789,0.056065,2.881239,0.240573,0.186888,2.533106,484
A001790,0.106122,2.243169,0.309004,0.572004,6.232722,484
A001791,0.080231,2.522845,0.274748,0.014029,5.679756,481
A001792,0.269077,1.312757,0.528009,11.162515,67.376099,484
A001793,0.019573,3.933604,0.176212,1.006321,6.00827,479
A001794,0.084792,2.467549,0.280905,0.019859,0.194314,484
A001795,0.036268,3.316817,0.20898,131.788482,4306.710592,217
A001796,0.151976,1.884036,0.367906,1.953144,7.303705,484
A001797,0.248829,1.390988,0.498313,0.349189,1.273044,484
A001798,1e-06,13.815511,0.050172,-0.000608,0.036138,484
A001799,0.08735,2.437833,0.284329,1.308313,12.683279,484
A001800,0.064473,2.741509,0.252834,-0.015788,0.631143,447
A001801,0.306731,1.181783,0.586526,0.49114,5.181397,484
A001802,0.048608,3.023958,0.229219,0.347668,1.479417,484
A001803,1e-06,13.815511,0.050172,0.004893,0.121344,484
A001804,0.088753,2.421901,0.2862,7.882619,24.450033,484
A001805,0.103684,2.266406,0.305835,3.664549,15.18074,484
A001806,1e-06,13.815511,0.050172,0.007577,0.290153,484
A001807,0.106892,2.235935,0.310003,0.258745,1.150526,484
A001808,0.100868,2.293945,0.302164,0.214262,3.300639,484
A001809,0.025753,3.659209,0.189425,0.153221,3.700434,484
A001810,0.169129,1.777096,0.390045,0.002046,0.163412,484
A001811,0.064053,2.748052,0.252232,157.856774,439.215688,484
A001812,0.332835,1.100109,0.630071,-0.071227,2.922619,484
A001813,0.03183,3.447353,0.201066,0.338368,1.385448,484
A001814,0.140505,1.962515,0.353193,1.501056,4.613682,484
A001815,0.135758,1.996882,0.347115,0.044218,0.322867,483
A001816,0.128392,2.052667,0.337681,0.471442,3.437496,484
A001817,0.229295,1.472744,0.47065,0.843586,3.225049,483
A001818,0.01011,4.594258,0.150872,0.327625,5.040732,484
A001819,0.224503,1.493866,0.463995,0.697451,5.902101,484
A001820,1e-06,13.815511,0.050172,0.629629,10.93505,483
A001821,0.194344,1.638125,0.423134,0.004592,0.157199,484
A001822,0.024884,3.693537,0.187665,0.060467,0.630431,484
A001823,0.21279,1.547449,0.447929,0.19364,1.198141,484
A001824,0.297856,1.211146,0.572307,2.185369,13.302348,484
A001825,0.03945,3.232721,0.214416,0.079052,1.029183,484
A001826,0.010306,4.575016,0.151507,4.429739,26.669088,484
